Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Column1,OWS,DWS,WS,WS/48,2,OBPM,DBPM,BPM,VORP
436,Pascal Siakam,C,28,TOR,68,2552,20.1,0.563,0.222,0.361,5.2,19.3,11.7,25.2,1.1,1.3,10.1,27.2,,4.9,2.4,7.2,0.136,,3.2,-0.3,2.9,3.2
524,Christian Wood,C,27,DAL,66,1714,20.7,0.627,0.361,0.371,5.8,27.8,16.7,11.9,0.8,3.6,12,26.4,,2.8,2.1,4.8,0.136,,2,-0.2,1.7,1.6
397,Immanuel Quickley,PG,23,NYK,78,2237,15.9,0.573,0.482,0.266,2.8,12.8,7.8,17,1.7,0.6,8.5,20.4,,4,2.2,6.3,0.134,,1,0.5,1.5,2
249,Derrick Jones Jr.,SF,25,CHI,60,837,13.9,0.604,0.324,0.385,7.8,11.4,9.6,5.4,1.5,3.9,8.8,14.4,,1.2,1.1,2.3,0.134,,-1,0.7,-0.3,0.4
312,Tyrese Maxey,SG,22,PHI,59,1976,17.5,0.607,0.403,0.235,1.4,8.8,5.1,17.3,1.2,0.3,7.1,24.3,,3.9,1.6,5.5,0.134,,2.1,-1.2,0.9,1.5
154,Wenyen Gabriel,PF,25,LAL,64,973,14.6,0.627,0.136,0.336,13,16.6,14.8,4.7,1.2,2.9,13,14.3,,1.5,1.2,2.7,0.134,,-2.2,-0.1,-2.3,-0.1
400,Austin Reaves,SG,24,LAL,60,1706,14.5,0.676,0.435,0.545,2.1,9,5.7,15.4,0.9,0.9,14.3,16.1,,3.5,1.3,4.8,0.134,,0.3,0.1,0.5,1.1
530,Cody Zeller,C,30,MIA,13,183,15.2,0.623,0.043,0.638,14.2,21.3,17.6,5.8,0.8,2.2,15.4,17.3,,0.3,0.2,0.5,0.134,,-2.7,-0.8,-3.5,-0.1
478,Jarred Vanderbilt,PF,23,TOT,74,1800,15.3,0.603,0.194,0.307,10,23.7,17,13.5,2.1,0.9,16.1,13.6,,2.6,2.4,5,0.133,,-0.5,1.7,1.2,1.5
3,Bam Adebayo,C,25,MIA,72,2535,20,0.59,0.011,0.363,7.8,23.9,15.6,16.2,1.7,2.4,12.8,25.4,,3.3,3.7,7,0.133,,0.6,0.8,1.4,2.2
5,Santi Aldama,PF,22,MEM,75,1651,14,0.595,0.508,0.276,5.3,17.7,11.5,7.4,1.3,2.6,9.1,15.9,,2.2,2.4,4.6,0.133,,-0.3,0.8,0.5,1
348,Mike Muscala,C,31,OKC,43,622,13.8,0.602,0.7,0.192,3.9,19.7,11.7,8.2,0.8,2.8,6,15.7,,1,0.7,1.7,0.133,,0.2,-0.2,0.1,0.3
514,Kenrich Williams,PF,28,OKC,53,1206,14.4,0.585,0.387,0.113,8.5,14.9,11.6,11.7,1.8,1.1,8.1,13.7,,2,1.3,3.3,0.132,,0.1,0.4,0.4,0.7
238,Isaiah Joe,SG,23,OKC,71,1346,14.6,0.628,0.781,0.19,2,11.5,6.7,8.5,1.6,0.5,6.2,17.5,,2.5,1.2,3.7,0.132,,1.4,-0.5,0.9,1
137,Jalen Duren,C,19,DET,63,1542,17.4,0.645,0.005,0.408,15.1,24.3,19.5,7,1.3,3.1,15.2,14.1,,2.8,1.4,4.2,0.132,,-0.3,-0.4,-0.7,0.5
276,Jock Landale,C,27,PHO,65,920,16.2,0.595,0.265,0.329,13.2,18.2,15.7,9.7,0.9,2.9,13.6,19,,1.4,1.1,2.5,0.132,,-1,-0.3,-1.3,0.2
228,Jonathan Isaac,PF,25,ORL,11,124,20.3,0.483,0.283,0.17,13.7,26.5,20.1,7.3,5.5,3.1,6.6,21.1,,0,0.3,0.3,0.131,,1,3,4,0.2
175,JaMychal Green,PF,32,GSW,56,785,15.7,0.651,0.44,0.268,10.2,18.3,14.3,8.9,1.5,2.5,15.7,17.7,,1.2,1,2.1,0.131,,-0.7,0.1,-0.6,0.3
103,Jae Crowder,SF,32,MIL,14,251,11.2,0.578,0.667,0.204,5.2,15.1,10.4,9.6,1.1,1.6,7.8,10.7,,0.3,0.3,0.7,0.131,,-1.5,1.1,-0.4,0.1
58,Mikal Bridges,SF,26,TOT,79,2849,17.1,0.597,0.347,0.279,3,10.8,6.9,13.7,1.5,1.8,8.2,22.2,,4.8,2.9,7.7,0.13,,1.8,0.2,2.1,2.9
411,Orlando Robinson,C,22,MIA,29,397,13.7,0.572,0.058,0.337,12.5,22.7,17.4,7.7,1.5,3.1,13.2,12.7,,0.5,0.6,1.1,0.13,,-2.9,0.8,-2.1,0
84,Wendell Carter Jr.,C,23,ORL,55,1641,17.4,0.621,0.362,0.322,8.3,24.9,16.6,12,0.8,1.9,13.4,20.7,,2.5,2,4.4,0.13,,0.9,0,0.9,1.2
240,Cameron Johnson,PF,26,BRK,22,675,16.7,0.601,0.535,0.305,2.7,14.6,8.8,10,2.1,0.9,6.7,21.5,,1,0.8,1.8,0.128,,1.3,0.3,1.7,0.6
77,Jamal Cain,SF,23,MIA,15,186,13.9,0.579,0.24,0.32,7.3,17.7,12.3,7.3,2.1,0,6.6,14.6,,0.3,0.2,0.5,0.128,,-2.1,1.3,-0.8,0.1
18,Udoka Azubuike,C,23,UTA,32,256,16.7,0.758,0,0.302,10.7,27.2,19,5,1.1,3.9,21,12.4,,0.3,0.3,0.7,0.128,,-1.3,0.6,-0.7,0.1
420,D'Angelo Russell,PG,26,LAL,14,420,17.9,0.599,0.486,0.243,1.6,8.9,5.3,31,1.1,1.4,13,23.2,,0.8,0.4,1.1,0.127,,3.5,-0.3,3.1,0.5
10,Kyle Anderson,PF,29,MIN,66,1863,15,0.587,0.212,0.288,3.9,17.3,10.7,22.5,1.9,2.8,15.8,14.5,,2.4,2.5,4.9,0.126,,0.3,2.3,2.6,2.2
231,Isaiah Jackson,C,21,IND,60,966,17.6,0.593,0.047,0.445,12.1,17.6,14.8,7.1,1.4,7.8,11.4,17.5,,1.4,1.1,2.5,0.126,,-1.6,1,-0.6,0.3
434,Day'Ron Sharpe,C,21,BRK,44,503,17.1,0.581,0.07,0.293,20.6,20.1,20.4,9.4,1.3,4.9,19.2,19.3,,0.6,0.7,1.3,0.126,,-2.2,-0.6,-2.7,-0.1
279,Zach LaVine,SG,27,CHI,74,2671,19.2,0.611,0.393,0.312,1.8,12.2,7.1,18.4,1.2,0.6,11.2,28.3,,4.3,2.7,7,0.126,,2.8,-0.7,2.1,2.7
98,Mike Conley,PG,35,TOT,64,1937,14.5,0.573,0.573,0.265,1.9,8.1,5,29.9,1.7,0.6,13.2,16.2,,3.7,1.3,5.1,0.125,,0.8,-0.1,0.7,1.3
7,Grayson Allen,SG,27,MIL,72,1972,12.3,0.612,0.657,0.226,3.4,8.9,6.3,10.9,1.5,0.6,10.5,14.6,,2.9,2.3,5.1,0.125,,-0.6,0.7,0.1,1
327,Khris Middleton,SF,31,MIL,32,792,17.8,0.555,0.4,0.253,3.8,14,9.1,31.2,1.4,0.5,13.5,27.5,,1,1,2.1,0.125,,1.3,-0.3,1,0.6
168,Eric Gordon,SG,34,LAC,19,484,14.2,0.651,0.601,0.248,0.9,6.4,3.7,12.5,1.1,1.5,9.1,16.9,,0.9,0.3,1.3,0.125,,1.2,-0.4,0.8,0.3
479,Fred VanVleet,PG,28,TOR,66,2440,17.2,0.543,0.541,0.251,1.3,12.4,6.4,28.2,2.3,1.4,10.3,23.3,,3.7,2.6,6.3,0.124,,2.2,0.4,2.6,2.8
472,Karl-Anthony Towns,PF,27,MIN,26,862,18.1,0.615,0.392,0.328,6,20.5,13.4,21.6,1.1,1.4,15.9,25.3,,1.2,1,2.2,0.124,,1.8,0.8,2.6,1
209,Malcolm Hill,SF,27,CHI,5,9,15.5,0.625,0.75,0,0,37.3,19,0,0,0,0,19.6,,0,0,0,0.124,,1.6,0.6,2.2,0
528,Trae Young,PG,24,ATL,71,2460,21.9,0.57,0.329,0.444,2.5,7,4.7,42,1.5,0.3,14.9,32.8,,5,1.3,6.3,0.123,,5.2,-2,3.2,3.2
356,Zeke Nnaji,PF,22,DEN,50,673,13.1,0.635,0.302,0.337,10.7,10.9,10.8,3.1,1.2,2.9,10.8,14.3,,1.1,0.7,1.7,0.123,,-2.3,-0.8,-3.1,-0.2
199,Sam Hauser,PF,25,BOS,76,1184,12.2,0.63,0.845,0.048,3.1,14.1,8.7,6.8,1.1,1.4,6.7,14.3,,1.6,1.5,3,0.123,,0.3,0.4,0.7,0.8
427,Admiral Schofield,PF,25,ORL,34,390,11.2,0.612,0.618,0.186,5.8,10.4,8.1,9.3,0.7,1,6,12.9,,0.7,0.3,1,0.123,,-1.3,-0.3,-1.6,0
445,Dru Smith,SG,25,TOT,12,131,13.5,0.519,0.475,0.025,1.7,15,8.3,17.9,3.4,3,4.7,14.4,,0.1,0.2,0.3,0.122,,-2.4,3.7,1.3,0.1
196,Josh Hart,SF-SG,27,TOT,73,2358,14.2,0.629,0.317,0.335,6.4,20.8,13.6,16.1,1.7,0.7,16.3,12.6,,3.8,2.2,6,0.122,,-0.1,1.2,1.1,1.8
367,Isaac Okoro,SF,22,CLE,76,1652,10.8,0.614,0.483,0.291,3.7,9.6,6.7,7,1.7,1.7,9.5,11.9,,1.9,2.3,4.2,0.122,,-1.9,1.6,-0.3,0.7
31,Charles Bassey,C,22,SAS,35,508,18.8,0.658,0.059,0.274,15.6,26.6,20.8,12.9,1.5,5.4,21.3,15.7,,0.7,0.6,1.3,0.122,,-0.7,1.2,0.5,0.3
343,Monte Morris,PG,27,WAS,62,1695,15,0.579,0.396,0.15,1.8,11.7,6.9,26.5,1.2,0.6,9.9,15.7,,3.1,1.2,4.3,0.122,,0.8,-0.4,0.5,1.1
200,Jaxson Hayes,C,22,NOP,46,607,13.9,0.608,0.187,0.535,7.3,17.2,12.2,7.7,1.6,3,13.9,15.7,,0.7,0.9,1.5,0.121,,-2.2,1.1,-1.1,0.1
266,Nathan Knight,PF,25,MIN,36,284,14.7,0.656,0.282,0.705,8.4,12.8,10.6,6.3,1.5,1.9,15.7,18.2,,0.4,0.3,0.7,0.121,,-2,-0.8,-2.8,-0.1
237,Ty Jerome,SG,25,GSW,44,814,12.8,0.594,0.372,0.169,1,9.5,5.3,22.3,1.3,0.5,10.3,15,,1.4,0.6,2.1,0.121,,-1.1,0.2,-0.9,0.2
171,A.J. Green,SG,23,MIL,33,320,12,0.628,0.836,0.034,1.7,10.6,6.3,8.6,0.9,0,7.1,16.7,,0.5,0.3,0.8,0.121,,0,-0.6,-0.5,0.1
478,Jarred Vanderbilt,PF,23,LAL,22,546,13.5,0.593,0.221,0.254,8.7,21.6,15.4,9.3,2.4,0.8,16.1,12.5,,0.5,0.8,1.4,0.12,,-1.6,2.1,0.6,0.4
511,Jalen Williams,SG,21,OKC,73,2215,15.7,0.603,0.257,0.244,3.9,12.4,8.1,15.4,2.2,1.5,12.3,18.3,,3,2.5,5.5,0.12,,-0.4,0.7,0.3,1.3
384,Michael Porter Jr.,SF,24,DEN,60,1745,16.9,0.624,0.549,0.151,4.1,17.3,10.9,5.2,1,1.4,7.2,22.4,,2.6,1.8,4.3,0.119,,2,-1.7,0.3,1
376,Gary Payton II,PG,30,TOT,19,309,12.5,0.717,0.404,0.135,6.2,13,9.6,10.9,2.8,0.9,19.1,9.5,,0.5,0.3,0.8,0.118,,-1.3,1.6,0.2,0.2
287,Kira Lewis Jr.,PG,21,NOP,24,232,14.3,0.579,0.386,0.227,2.4,13.7,8.1,14.2,2.1,0.8,9.4,19.7,,0.3,0.3,0.6,0.118,,-0.9,0.6,-0.4,0.1
194,Tobias Harris,PF,30,PHI,72,2378,15.1,0.604,0.382,0.153,3.3,17,10.3,11.6,1.4,1.6,9,18.3,,3.1,2.8,5.9,0.118,,0.7,0.1,0.9,1.7
291,Kenneth Lofton Jr.,PF,20,MEM,20,106,17.8,0.535,0.214,0.232,10,19.9,15,24.7,1.3,1.7,11.5,27.3,,0.1,0.2,0.3,0.118,,-0.9,-0.3,-1.2,0
213,Richaun Holmes,C,29,SAC,39,322,13,0.705,0.079,0.25,9.4,16.8,13.2,2.5,0.4,3,14.2,13.1,,0.5,0.2,0.8,0.118,,-2.1,-0.8,-2.9,-0.1
504,Jack White,SF,25,DEN,16,51,12.6,0.548,0.5,0.188,7,13.2,10.2,7.7,1.9,3.5,5.5,15.6,,0.1,0.1,0.1,0.117,,-2.2,0.4,-1.8,0
58,Mikal Bridges,SF,26,PHO,56,2040,14.8,0.574,0.342,0.228,3,10.4,6.6,14.1,1.6,2,8.5,19.2,,2.7,2.2,5,0.117,,0.4,0.6,1,1.6
412,Jeremiah Robinson-Earl,PF,22,OKC,41,772,13.5,0.558,0.447,0.17,9.6,14.5,12,6.9,1.5,1.3,7,14.7,,1.1,0.8,1.9,0.117,,-0.5,-0.7,-1.1,0.2
13,Cole Anthony,PG,22,ORL,58,1495,15.9,0.57,0.338,0.279,3.3,17.5,10.4,22.5,1.2,2,11.5,21.4,,2,1.6,3.6,0.117,,0.6,0.5,1.1,1.2
248,Damian Jones,C,27,LAL,22,176,13.9,0.6,0.081,0.541,11.3,21.7,16.7,3,0.8,5.8,16.4,13.2,,0.2,0.3,0.4,0.117,,-2.6,0.7,-2,0
122,Spencer Dinwiddie,PG,29,DAL,53,1808,16.2,0.599,0.491,0.298,1.2,9.5,5.3,23.9,1.1,0.8,10.3,21.9,,3.4,1,4.4,0.116,,2,-1.2,0.9,1.3
348,Mike Muscala,C,31,TOT,59,844,12.4,0.59,0.716,0.155,3.8,19.1,11.4,7.1,0.8,2.5,6.6,15.1,,1,1,2,0.116,,-0.7,-0.1,-0.7,0.3
101,Robert Covington,PF,32,LAC,46,752,14,0.577,0.596,0.178,4.2,19.1,11.7,10.3,2.4,3.6,11,15.8,,0.6,1.2,1.8,0.115,,-0.7,2.2,1.5,0.7
346,Jamal Murray,PG,25,DEN,63,2095,17.9,0.57,0.41,0.209,2.7,11.1,7,27.3,1.5,0.6,11.3,26.2,,3.2,1.9,5,0.115,,2.6,-1.3,1.3,1.7
380,Jakob Poeltl,C,27,SAS,46,1199,19.8,0.625,0.003,0.332,13.4,25.2,19,17.1,1.4,3.6,17.8,18.7,,1.8,1.1,2.9,0.115,,0.5,0.3,0.8,0.8
529,Omer Yurtseven,C,24,MIA,6,37,12.1,0.581,0.111,0.333,12.2,16.4,14.2,0,1.3,2.7,8.8,13.6,,0,0,0.1,0.115,,-4.4,-2.3,-6.7,0
261,Luke Kennard,SG,26,TOT,57,1249,12.4,0.67,0.696,0.102,1.2,11.8,6.5,9.1,1.2,0.4,10.6,14.5,,1.9,1.1,3,0.115,,0.2,-0.1,0.1,0.7
300,Terance Mann,SG,26,LAC,78,1809,13.6,0.619,0.381,0.228,4.8,12,8.4,14.2,1.1,1,11.9,15.4,,2.8,1.5,4.3,0.115,,-0.2,0.1,-0.1,0.9
27,Harrison Barnes,PF,30,SAC,78,2554,13.9,0.629,0.449,0.533,3.7,12.3,8,6.4,1,0.3,8.3,17,,4.7,1.4,6.1,0.115,,0.4,-1.5,-1.2,0.6
164,Anthony Gill,PF,30,WAS,55,543,11.7,0.63,0.207,0.505,7.1,10.5,8.9,7,0.5,1.9,8.7,11.9,,1,0.3,1.3,0.115,,-2,-0.6,-2.6,-0.1
160,Paul George,SG,32,LAC,56,1939,19.6,0.588,0.424,0.293,2.6,17,9.9,24.4,2.1,0.9,13.4,29.5,,2.3,2.4,4.6,0.114,,2.4,0.3,2.8,2.3
98,Mike Conley,PG,35,UTA,43,1276,13.9,0.552,0.568,0.256,1.5,7.5,4.5,34.1,1.6,0.7,15.1,16.1,,2.3,0.7,3,0.114,,0.6,-0.5,0.1,0.7
404,Naz Reid,C,23,MIN,68,1251,18.6,0.617,0.376,0.22,6.7,22.8,14.9,9.7,1.6,3.7,12.7,24.8,,1.1,1.9,3,0.114,,0.3,0.7,1,1
496,Yuta Watanabe,SF,28,BRK,55,885,12.2,0.64,0.568,0.205,3.7,12.9,8.4,7.2,1.4,1.5,7.7,13,,1.3,0.8,2.1,0.114,,-0.3,0,-0.4,0.4
114,Dewayne Dedmon,C,33,MIA,30,350,15.6,0.576,0.287,0.341,9,28.2,18.2,7.3,1,4.1,11.4,21.2,,0.3,0.5,0.8,0.114,,-2.4,0.5,-1.9,0
195,Shaquille Harrison,SG,29,POR,2,42,12.1,0.538,0.429,0.143,0,24.8,12.3,31.1,3.5,0,21.2,9.8,,0,0.1,0.1,0.113,,-4.7,2.7,-1.9,0
122,Spencer Dinwiddie,PG,29,TOT,76,2618,16.1,0.579,0.469,0.32,1.2,10.1,5.7,27.3,1.2,0.7,11,22.1,,4.4,1.7,6.1,0.112,,1.6,-1,0.7,1.8
295,Kevin Love,PF,34,CLE,41,821,13.6,0.555,0.684,0.221,6,34.2,20.1,12.8,0.4,0.8,13.1,19.6,,0.5,1.4,1.9,0.112,,0.8,0.6,1.4,0.7
86,Alex Caruso,PG,28,CHI,64,1523,11.6,0.59,0.531,0.264,3,10.9,7.1,15.6,3.1,2.7,19.3,11.1,,1,2.5,3.5,0.111,,-2.1,3.4,1.3,1.3
431,Alperen Şengün,C,20,HOU,72,2078,19.6,0.599,0.068,0.355,12.1,21.7,16.8,20.9,1.5,3.1,17,21.4,,3.3,1.5,4.8,0.111,,1,0.1,1.2,1.7
424,Dario Šarić,PF,28,OKC,18,230,15.3,0.657,0.465,0.302,5,19.1,11.9,10,1,0,16.3,21.1,,0.3,0.2,0.5,0.111,,-0.6,-0.7,-1.3,0
40,Saddiq Bey,SF,23,ATL,21,527,14.5,0.592,0.55,0.153,6.7,15.2,10.9,6.3,1.4,0.2,6.9,17.3,,0.8,0.4,1.2,0.11,,1.3,-1.5,-0.1,0.2
72,Alec Burks,SG,31,DET,51,1122,16.5,0.602,0.521,0.41,1.8,14.2,7.8,15.8,1.6,0.6,9.7,22.7,,1.9,0.6,2.5,0.109,,1.8,-0.5,1.2,0.9
527,Thaddeus Young,PF,34,TOR,54,795,14.1,0.573,0.172,0.131,9.4,14.6,11.8,12.9,3.4,0.6,16.7,13.5,,0.7,1.1,1.8,0.108,,-1.8,1.9,0,0.4
510,Grant Williams,PF,24,BOS,75,1974,10.5,0.613,0.614,0.253,4.7,14.7,9.8,8.4,1,1.3,13.3,13,,2,2.5,4.4,0.108,,-1.7,0.7,-1,0.5
226,Brandon Ingram,SF,25,NOP,41,1373,19.2,0.583,0.2,0.312,1.4,16.3,8.8,27.7,0.9,1.1,12.9,30.9,,1.6,1.5,3.1,0.108,,2.2,-0.5,1.7,1.3
248,Damian Jones,C,27,TOT,37,385,12.5,0.675,0.188,0.362,10.3,18,14.3,4,0.9,4.4,20,10.9,,0.4,0.4,0.9,0.108,,-2.5,0.4,-2.2,0
144,Bruno Fernando,C,24,HOU,31,364,16.2,0.561,0.011,0.473,14.4,22.7,18.5,11.6,0.8,8.3,15.1,15.1,,0.5,0.4,0.8,0.108,,-2.8,1,-1.8,0
219,Kevin Huerter,SG,24,SAC,72,2128,15.2,0.62,0.594,0.157,2.1,10.7,6.5,13.9,1.7,0.9,9.5,19.8,,3.2,1.6,4.8,0.107,,1.4,-0.4,1,1.6
420,D'Angelo Russell,PG,26,TOT,68,2198,16.5,0.603,0.514,0.232,1.8,8.5,5.2,27.8,1.5,1.1,15,22.9,,3,1.9,4.9,0.107,,2.2,-0.6,1.5,2
225,Joe Ingles,SF,35,MIL,43,973,10.5,0.609,0.81,0.091,1.4,11.3,6.6,17.9,1.4,0.4,16.9,12.6,,1,1.2,2.2,0.107,,-1.7,0.8,-0.9,0.3
432,Collin Sexton,SG,24,UTA,47,1129,15.9,0.62,0.258,0.434,3.6,6.4,5,17.8,1.1,0.4,13.4,23.1,,2.1,0.5,2.5,0.107,,0.2,-1.4,-1.2,0.2
254,DeAndre Jordan,C,34,DEN,36,521,14.3,0.717,0.01,0.431,9.8,29.6,19.9,7.8,1,3.9,26.2,13.7,,0.4,0.8,1.2,0.107,,-2.8,0.9,-1.9,0
114,Dewayne Dedmon,C,33,TOT,36,393,15.1,0.568,0.273,0.331,9.3,27.7,18.2,7.6,1,4.8,12.1,20.5,,0.2,0.6,0.9,0.107,,-2.8,0.7,-2.1,0
269,John Konchar,SG,26,MEM,68,1393,10.4,0.541,0.57,0.117,4.2,17.2,10.7,7.8,2.4,1.4,10.3,10.4,,0.8,2.3,3.1,0.106,,-2.1,2.3,0.3,0.8
169,Devonte' Graham,PG,27,NOP,53,811,11.8,0.545,0.823,0.255,1.7,8.4,5,18.7,1.8,1.2,9.5,15,,0.9,0.9,1.8,0.106,,-0.4,0.6,0.2,0.4
473,Gary Trent Jr.,SG,24,TOR,63,2054,15.1,0.561,0.482,0.218,1.5,8.2,4.6,7.2,2.5,0.7,5.1,21.7,,2.5,1.9,4.4,0.104,,0.2,0,0.3,1.2
370,Kelly Olynyk,C,31,UTA,65,1845,14,0.633,0.431,0.416,4.6,18.3,11.6,17.1,1.5,1.6,19.9,17.5,,2.2,1.8,4,0.104,,-0.7,0.8,0.1,1
64,Jaylen Brown,SF,26,BOS,66,2366,19.3,0.585,0.353,0.253,3.6,16.9,10.3,16.4,1.5,0.9,11.4,31.3,,1.8,3.3,5.1,0.104,,1.5,-0.2,1.3,2
297,Trey Lyles,PF,27,SAC,70,1174,14.6,0.616,0.583,0.325,6.2,21.1,13.7,7.3,1.1,2.2,12.5,18.2,,1.4,1.1,2.5,0.104,,0.2,-0.8,-0.6,0.4
122,Spencer Dinwiddie,PG,29,BRK,23,810,15.9,0.535,0.418,0.37,1.1,11.7,6.5,35,1.6,0.6,12.6,22.7,,1,0.7,1.7,0.103,,0.7,-0.5,0.2,0.5
485,Franz Wagner,SF,21,ORL,77,2536,16.1,0.593,0.327,0.285,2.9,11.1,7,17.3,1.4,0.6,11.6,23.4,,3.2,2.2,5.4,0.103,,0.5,-0.5,0,1.3
181,Quentin Grimes,SG,22,NYK,68,2013,11.2,0.61,0.676,0.168,2.5,9.5,6,9.5,1.1,1.2,9.8,14.1,,2.7,1.6,4.3,0.103,,-0.5,0.3,-0.3,0.9
144,Bruno Fernando,C,24,TOT,36,379,16,0.558,0.01,0.469,14.4,22.4,18.3,11.5,0.8,8.2,15.7,15.4,,0.5,0.4,0.8,0.103,,-2.8,0.9,-1.9,0
467,Matisse Thybulle,SG,25,PHI,49,591,10,0.536,0.543,0.103,4.1,8.5,6.3,5.2,3.8,2.2,6.2,9.8,,0.3,0.9,1.3,0.102,,-3.3,3.4,0.1,0.3
166,Jordan Goodwin,PG,24,WAS,58,1000,14.6,0.535,0.329,0.207,6.3,14.1,10.3,19.6,2.5,1.9,12.6,16.6,,0.9,1.2,2.1,0.102,,-0.7,1.5,0.8,0.7
420,D'Angelo Russell,PG,26,MIN,54,1778,16.1,0.604,0.521,0.23,1.8,8.5,5.2,27.1,1.6,1,15.5,22.8,,2.3,1.5,3.8,0.102,,1.9,-0.7,1.2,1.4
208,George Hill,PG,36,MIL,35,668,9.8,0.575,0.561,0.348,2.1,8.1,5.2,16.8,1.4,0.4,15.1,11.3,,0.7,0.7,1.4,0.102,,-2.8,1.1,-1.7,0
268,Christian Koloko,C,22,TOR,54,754,11.3,0.511,0.076,0.379,11.4,13.2,12.2,4.4,1.2,7.2,9.6,10.6,,0.7,1,1.6,0.102,,-4.5,0.7,-3.8,-0.3
248,Damian Jones,C,27,UTA,15,209,11.3,0.775,0.313,0.156,9.4,14.9,12.2,4.9,0.9,3.2,24.3,9,,0.3,0.2,0.4,0.102,,-2.5,0.1,-2.4,0
487,Ish Wainright,SF,28,PHO,56,849,10,0.541,0.754,0.137,5.8,11.1,8.4,7.7,2.2,2.1,8.6,12.3,,0.7,1.1,1.8,0.101,,-2.2,1.6,-0.6,0.3
365,Josh Okogie,SG,24,PHO,68,1249,13.3,0.536,0.475,0.447,8.9,11.7,10.3,10.2,2,2.4,11.7,17.8,,1,1.6,2.6,0.101,,-0.7,0.5,-0.2,0.6
117,Moussa Diabaté,PF,21,LAC,21,194,13.9,0.537,0.043,0.348,18.1,10.3,14.2,2.8,1.8,3.6,14.5,14,,0.2,0.2,0.4,0.101,,-2,-0.7,-2.7,0
33,Nicolas Batum,PF,34,LAC,75,1634,11.1,0.599,0.826,0.125,4.2,15.6,9.9,9.5,1.5,2.2,11.4,11.7,,1.6,1.8,3.4,0.101,,-0.8,1.2,0.5,1
376,Gary Payton II,PG,30,POR,15,255,11.4,0.713,0.415,0.098,4.5,13.2,8.8,11.6,3.1,0.3,21.9,9.4,,0.3,0.2,0.5,0.1,,-2.1,1.5,-0.6,0.1
461,Garrett Temple,SG,36,NOP,24,159,10.7,0.546,0.568,0.091,2.8,8.6,5.7,10.8,2.7,1.2,8,13.4,,0.1,0.2,0.3,0.1,,-2.5,1.7,-0.8,0
250,Herbert Jones,SF,24,NOP,62,1803,11.7,0.556,0.338,0.327,5.8,10,7.9,10.9,2.6,1.9,13.2,14.4,,1.2,2.5,3.8,0.1,,-2.3,1.8,-0.5,0.7
140,Kessler Edwards,SF,22,SAC,18,253,10.9,0.609,0.633,0.183,6,10.7,8.4,8.5,1.5,1.7,11,12.4,,0.3,0.2,0.5,0.1,,-1.4,-0.4,-1.8,0
35,Bradley Beal,SG,29,WAS,50,1673,19.8,0.593,0.249,0.26,2.9,9.9,6.6,26.7,1.3,1.7,12.9,29.3,,2.2,1.3,3.5,0.1,,2.9,-1.2,1.7,1.6
307,Kenyon Martin Jr.,SF,22,HOU,79,2205,15.5,0.638,0.31,0.312,6,16,11,8.1,0.9,1.3,10.3,16.5,,4,0.6,4.6,0.1,,0.6,-1.3,-0.7,0.7
19,Marvin Bagley III,C,23,DET,40,949,17.3,0.589,0.169,0.28,10.5,19.7,15,6,0.9,2.7,9.4,20,,1.3,0.6,2,0.1,,0.4,-1.3,-0.9,0.3
295,Kevin Love,PF,34,TOT,59,1194,13.1,0.548,0.696,0.22,5.6,32.6,18.9,13,0.7,0.9,13.1,19.1,,0.6,1.9,2.5,0.1,,0.2,0.4,0.6,0.8
153,Markelle Fultz,PG,24,ORL,57,1713,16.6,0.562,0.126,0.219,4.6,10.6,7.6,29.3,2.4,1.5,16,21.3,,1.5,2,3.5,0.099,,-0.2,0.8,0.5,1.1
191,Gary Harris,SG,28,ORL,47,1160,10.7,0.627,0.708,0.1,2.1,7.3,4.7,6.8,1.9,1,8.2,12.7,,1.3,1.1,2.4,0.099,,-1.2,0.7,-0.5,0.4
208,George Hill,PG,36,TOT,44,794,9.9,0.585,0.565,0.325,1.9,8.6,5.4,16.2,1.5,0.6,15.4,11,,0.8,0.8,1.6,0.099,,-2.9,1.1,-1.8,0
484,Dean Wade,PF,26,CLE,41,816,8.4,0.553,0.717,0.145,2.6,17.3,10,5.2,1.5,2.1,7.6,10,,0.4,1.3,1.7,0.099,,-2.8,2.2,-0.7,0.3
349,Svi Mykhailiuk,SF,25,TOT,29,368,13.9,0.614,0.558,0.258,2.5,8,5.2,13.5,1.4,0.9,9.5,16.9,,0.5,0.2,0.8,0.099,,0.5,-0.5,0,0.2
372,Cedi Osman,SF,27,CLE,74,1505,11.8,0.575,0.592,0.198,1.9,11.2,6.5,10.3,1.1,0.7,8,18.1,,1.3,1.8,3.1,0.099,,-0.9,0.2,-0.7,0.5
489,Kemba Walker,PG,32,DAL,9,144,15,0.543,0.491,0.368,2.4,10.7,6.5,20.2,0.7,1.2,5.7,22.1,,0.2,0.1,0.3,0.099,,0.3,-0.6,-0.3,0.1
324,De'Anthony Melton,PG,24,PHI,75,2109,13,0.571,0.615,0.136,3.9,13.2,8.6,13,2.9,1.8,13,16.6,,1.2,3.1,4.3,0.098,,-0.6,1.7,1.1,1.6
